event_id,event_date,event_title,location_description,ner_state,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,longitude,latitude,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,temperature_c,soil_water_layer_1,soil_water_layer_2,surface_pressure_hpa,elevation_m,slope_degree,aspect_degree,landcover_code,landcover_class,landslide_occurred
2098,2010-07-19 06:00:00,"Jahjon ward(?), Mon town, Nagaland","Jahjon ward(?), Mon town, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,95.0283,26.7215,517.723798751831,1196.9130635261536,2589.723721146584,24.018731689453148,0.4891242980957031,0.4967390596866607,929.603359375,706.0902099609375,3.9986915018952103,73.37759309432857,50,Built-up,1
2106,2010-07-20 00:00:00,"road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland","road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.9921,26.8716,1280.6217670440674,2546.844005584717,3220.11561691761,25.216638183593773,0.4807332456111908,0.50164794921875,971.388984375,260.1624755859375,8.275951929068427,124.19640302192768,10,Tree cover,1
2113,2010-07-21 08:00:00,"Singtam-Mangan rd, Sikkim","Singtam-Mangan rd, Sikkim",Sikkim,landslide,downpour,medium,unknown,0.0,,88.559,27.3773,707.0372700691223,1743.9072132110596,4584.782242774963,17.473168945312523,0.4231758117675781,0.4276313781738281,800.867109375,1502.5146484375,20.125924937091817,321.7145989182192,10,Tree cover,1
2140,2010-07-25 00:00:00,"road between Halfong and Redzol(?) or Silchar, Assam","road between Halfong and Redzol(?) or Silchar, Assam",Assam,landslide,downpour,medium,unknown,0.0,,92.801,25.0477,152.95694768428802,448.437862098217,935.8031824231148,27.636834716796898,0.4708029329776764,0.4633769989013672,980.876484375,161.9722137451172,15.028150665417904,316.6358493044459,10,Tree cover,1
2163,2010-07-29 00:00:00,"Maram area in Senapati district, National Highway 39","Maram area in Senapati district, National Highway 39",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1054,25.4196,332.51824975013733,516.7101621627808,1288.1719022989273,19.917535400390648,0.4938119351863861,0.4974905550479889,859.762734375,1374.46826171875,7.726656908830892,133.3179578845239,50,Built-up,1
2166,2010-07-29 00:00:00,"Highway 53 at Tupul, Tamenglong district","Highway 53 at Tupul, Tamenglong district",Assam,landslide,downpour,medium,unknown,0.0,,93.5027,24.9786,423.845499753952,540.8272221684456,1028.0165895819664,22.591271972656276,0.422747939825058,0.4253908693790436,929.546484375,1241.24658203125,10.5113307526458,284.3647455839251,10,Tree cover,1
2164,2010-07-29 23:00:00,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",Manipur,landslide,downpour,medium,unknown,0.0,,94.48214677,25.3098633,318.8941478729248,524.9949842691422,1411.2136363983154,20.455865478515648,0.4559599459171295,0.4765872955322265,855.136484375,1510.476806640625,12.312153725564654,134.2816068609706,30,Grassland,1
2182,2010-07-31 09:00:00,Dimapur-Imphal highway (NH 39) near Manipur,Dimapur-Imphal highway (NH 39) near Manipur,Manipur,landslide,rain,medium,unknown,0.0,,93.8443,24.9356,98.992258310318,931.9100752472878,1321.2395906448364,20.8281188964844,0.4711271822452545,0.4759362637996673,883.697109375,859.7355346679688,3.4232864050470195,113.59743318473228,10,Tree cover,1
2205,2010-08-06 00:00:00,"Dawrpui Vengthar cemetary, Aizwal, Mizoram","Dawrpui Vengthar cemetary, Aizwal, Mizoram",Mizoram,landslide,downpour,medium,unknown,0.0,,92.7146,23.7365,285.47778725624084,928.9559125900269,1699.7179202735424,23.728448486328148,0.4235166013240814,0.4247169494628906,943.9175,937.8997192382812,5.579914920776682,339.16788080646165,50,Built-up,1
2243,2010-08-13 00:00:00,"NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland","NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland",Nagaland,landslide,downpour,medium,mine,0.0,,94.04619681,25.70223725,152.7588665485382,653.3136963844299,1082.8282088041306,21.133477783203148,0.481851577758789,0.4972139894962311,853.373515625,1062.59765625,14.65956716204104,80.16608335311304,40,Cropland,1
2247,2010-08-14 00:00:00,"Tuensang-Shamatore(Sampurre) rd, Nagaland","Tuensang-Shamatore(Sampurre) rd, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.8422,26.148,277.1713733673096,622.1922934055328,1182.670719921589,20.626733398437523,0.4742342531681061,0.4770971834659576,850.658828125,1469.3292236328125,14.268605368791729,294.5537774707529,10,Tree cover,1
2248,2010-08-14 00:00:00,"Noklak-Tuensang road, Nagaland","Noklak-Tuensang road, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.9152,26.222,334.31732654571533,789.0857458114624,1634.1775953769684,20.265069580078148,0.4413382112979889,0.4447809755802154,845.181796875,1659.618408203125,10.66597384900546,38.86834569496693,10,Tree cover,1
2249,2010-08-14 00:00:00,"Kiphire-Tuensang rd, Nagaland","Kiphire-Tuensang rd, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.803,26.0814,277.1713733673096,622.1922934055328,1182.670719921589,20.626733398437523,0.4742342531681061,0.4770971834659576,850.658828125,929.2401123046876,18.42967737499728,42.75434125443911,10,Tree cover,1
2253,2010-08-15 23:00:00,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",Manipur,landslide,downpour,medium,unknown,0.0,,94.48265093,25.31006064,202.3056447505951,600.4434823989868,1507.8123211860657,21.185845947265648,0.4642340242862701,0.4791336059570312,857.933671875,1510.476806640625,12.312153725564654,134.2816068609706,30,Grassland,1
2263,2010-08-17 00:00:00,"Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland","Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.6654,26.2753,107.16242343187332,951.0718360543252,1499.6920377016068,21.750024414062523,0.4853102266788482,0.4749597012996673,870.55390625,1204.891357421875,13.979159301466195,267.5318360794814,10,Tree cover,1
2283,2010-08-19 00:00:00,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur","2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",Manipur,mudslide,downpour,medium,unknown,0.0,,93.4957,24.8961,52.91160196065903,212.7598002552986,2699.5676904916763,23.285546875000023,0.4179592132568359,0.418853759765625,943.437890625,1007.4149169921876,33.536162126907584,138.3447324595499,10,Tree cover,1
2282,2010-08-19 06:30:00,"Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland","Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.8158,26.1984,406.2915742397308,809.2395588755608,2193.1598857045174,19.755426025390648,0.4784456789493561,0.4901898801326751,836.572109375,2008.77587890625,17.65266119388488,313.1173456421536,10,Tree cover,1
2281,2010-08-19 18:00:00,"Kisima, Nagaland","Kisima, Nagaland",Nagaland,landslide,downpour,medium,above_road,,,94.11603493,25.61560252,194.50625777244568,415.4205024242401,1051.9657358527184,19.405908203125023,0.4891071319580078,0.4846172332763672,829.820859375,1658.54150390625,23.521187717740894,91.96549316646376,30,Grassland,1
2296,2010-08-20 00:00:00,"many locations around Namchi, Sikkim","many locations around Namchi, Sikkim",Sikkim,complex,downpour,medium,unknown,0.0,,88.3652,27.167,1062.5221729278564,2475.0951528549194,5882.76481628418,21.126977539062523,0.4292488098144531,0.4289131164550781,876.310859375,1434.60986328125,11.769474237070067,150.69215203557656,50,Built-up,1
2304,2010-08-21 18:00:00,"NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland","NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1211,25.5718,88.58682215213776,497.3926842212677,1047.2596883773804,18.976129150390648,0.4986438751220703,0.5015265345573425,828.124296875,1858.2998046875,19.403284705844637,93.461036408256,50,Built-up,1
2344,2010-08-27 16:30:00,"NH-53 at Nungba police station, Kambirong(?), Manipur","NH-53 at Nungba police station, Kambirong(?), Manipur",Assam,landslide,downpour,medium,unknown,0.0,,93.4221,24.7505,85.6088176369667,282.8220948576927,692.5737261772156,23.705590820312523,0.4198799133300781,0.4187793731689453,935.0559375,781.2679443359375,3.9305728314588895,139.1345926720437,10,Tree cover,1
2343,2010-08-27 16:30:00,"NH-39 at Ekai village(?), 2 km for Tadubi, Manipur","NH-39 at Ekai village(?), 2 km for Tadubi, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1327,25.4786,230.32474517822263,468.8564017415047,1083.9973613619804,19.442559814453148,0.4878533780574798,0.4920539855957031,833.793046875,1651.714111328125,10.091643665887894,93.11038961433404,10,Tree cover,1
2345,2010-08-27 18:00:00,"Daragaon(?), Gangtok city, Sikkim","Daragaon(?), Gangtok city, Sikkim",Sikkim,landslide,downpour,medium,unknown,0.0,,88.6188,27.3392,329.60546016693115,1015.5464708805084,4586.261540651321,19.565606689453148,0.4260215759277344,0.4313163757324219,848.372578125,1766.377197265625,17.701259124286906,186.42484990620545,10,Tree cover,1
2392,2010-09-04 00:00:00,"17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim","17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim",Sikkim,landslide,downpour,medium,unknown,0.0,,88.7334,27.3702,266.08186960220337,810.2043867111206,2348.0137437582016,12.232446289062525,0.4248638153076172,0.4277712404727936,709.304609375,3456.36328125,8.03982183192138,323.6899158560446,30,Grassland,1
2405,2010-09-09 23:00:00,"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh","Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,10.0,,95.4112,28.3036,313.16643953323364,1444.17542219162,5791.004419326782,19.203302001953148,0.4270668029785156,0.4270458221435547,852.42203125,1738.7901611328125,,,10,Tree cover,1
2411,2010-09-10 00:00:00,"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province","districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,93.7273,27.0011,141.60752296447754,379.89914417266846,851.3910546898842,25.307275390625023,0.4160995483398437,0.4267215728759765,976.752265625,108.49119567871094,0.388945187169281,162.95276372569924,40,Cropland,1
2415,2010-09-12 00:00:00,power lines 5 km from Kohima,power lines 5 km from Kohima,Nagaland,landslide,downpour,medium,unknown,,,94.11112157,25.63961883,261.3414525985718,734.478086233139,1492.8491711616516,19.045800781250023,0.4753017425537109,0.4790376126766205,828.176875,1582.8553466796875,19.263838734435744,97.63878694970902,50,Built-up,1
2420,2010-09-13 00:00:00,"Tuikual 'C', Aizawl, Mizoram","Tuikual 'C', Aizawl, Mizoram",Mizoram,landslide,downpour,medium,urban,1.0,,92.71495623,23.72988966,215.9719318151474,388.7166455388069,801.5995100140572,23.159234619140648,0.4212214052677154,0.4217770993709564,941.587734375,942.2216186523438,6.869430679208021,280.9851410254787,10,Tree cover,1
2425,2010-09-13 00:00:00,"near Tuichang(?) on Tuichang river, Aizawl-Champhai rd, Mizoram","near Tuichang(?) on Tuichang river, Aizawl-Champhai rd, Mizoram",Mizoram,landslide,downpour,medium,unknown,0.0,,93.0748,23.3439,278.023898601532,624.0936517715454,1063.1251484155655,21.081353759765648,0.4240048825740814,0.4255123138427734,905.259765625,1356.802978515625,8.742836595853413,111.23500955890404,10,Tree cover,1
2423,2010-09-13 00:00:00,"road to Kanan Veng from Hunthar Veng, Mizoram","road to Kanan Veng from Hunthar Veng, Mizoram",Mizoram,landslide,downpour,medium,above_road,,,92.71060943,23.73504471,215.9719318151474,388.7166455388069,801.5995100140572,23.159234619140648,0.4212214052677154,0.4217770993709564,941.587734375,937.8997192382812,5.579914920776682,339.16788080646165,50,Built-up,1
2424,2010-09-13 00:00:00,"near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram","near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram",Mizoram,landslide,downpour,medium,unknown,0.0,,92.9296,23.591,248.0173110961914,506.1962902545929,1054.005727171898,22.2722106933594,0.4225927889347076,0.4239521026611328,924.932734375,732.086181640625,15.639423132145646,312.4121840045681,10,Tree cover,1
2426,2010-09-13 00:00:00,"Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram","Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram",Mizoram,landslide,downpour,medium,unknown,0.0,,92.8416,22.7176,278.8195013999939,685.7384741306305,1224.2569327354431,22.9020935058594,0.4260629117488861,0.4268182218074798,947.068125,,,,10,Tree cover,1
2422,2010-09-13 00:00:00,"Hunthar Veng, Mizoram","Hunthar Veng, Mizoram",Mizoram,landslide,downpour,medium,urban,,,92.7141905,23.74182634,215.9719318151474,388.7166455388069,801.5995100140572,23.159234619140648,0.4212214052677154,0.4217770993709564,941.587734375,826.2678833007812,14.851121839020712,316.6881156159236,50,Built-up,1
2421,2010-09-13 09:00:00,"road to Muanna Godown, Zuangtui, Mizoram","road to Muanna Godown, Zuangtui, Mizoram",Mizoram,landslide,downpour,medium,above_road,,,92.74128531,23.75406693,199.8007446527481,359.8055690526962,811.8980154395103,23.4516540527344,0.4204947054386139,0.4206307828426361,944.868125,1107.014892578125,10.579986530269029,115.67980989815692,50,Built-up,1
2437,2010-09-16 00:00:00,"Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur","Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur",Mizoram,landslide,downpour,medium,unknown,0.0,,92.694,23.7527,173.14566671848297,540.3902530670166,1017.996959388256,23.520288085937523,0.4243100583553314,0.4258295595645904,945.640625,697.3428344726562,9.08352546438656,32.53391701382009,10,Tree cover,1
2436,2010-09-16 03:00:00,"Taithu village, Churanchandpur district, Mizoram, Manipur","Taithu village, Churanchandpur district, Mizoram, Manipur",Mizoram,landslide,downpour,medium,unknown,0.0,,93.125,24.3069,101.54958069324492,443.84804368019104,1070.936307311058,23.226098632812523,0.4218196868896484,0.423673003911972,949.195625,645.5643310546875,12.273128316174358,267.0782399853148,10,Tree cover,1
2539,2010-10-03 00:00:00,"Mosing village, Upper Siang district, Arunachal Pradesh","Mosing village, Upper Siang district, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,10.0,,95.4149,28.3092,35.89945286512375,143.61178502440453,923.7092714756728,19.1359802246094,0.3895174562931061,0.3923568725585937,855.0909375,,,,10,Tree cover,1
2569,2010-10-08 00:00:00,"Bungte Chiru village(?), Senapati district, Manipur","Bungte Chiru village(?), Senapati district, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.0212,25.2745,304.9425482749939,857.192873954773,1115.9185152500868,16.973748779296898,0.4333521425724029,0.4351113736629486,857.685859375,1087.3592529296875,4.53594513639666,130.50762671786322,50,Built-up,1
2570,2010-10-08 00:00:00,"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur","Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",Manipur,landslide,downpour,medium,unknown,0.0,,93.9128,24.837,322.2329020500183,848.986804485321,981.7748488858342,19.290216064453148,0.4741617739200592,0.4977156221866607,913.2825,805.848876953125,9.562918466600156,173.8023997224725,50,Built-up,1
2566,2010-10-08 00:00:00,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39","Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",Nagaland,mudslide,downpour,medium,unknown,0.0,,94.1351,25.4769,297.0374524593353,931.4437210559844,1321.5074315667152,16.091973876953148,0.482694000005722,0.4888483583927154,832.000390625,1651.714111328125,10.091643665887894,93.11038961433404,50,Built-up,1
2567,2010-10-08 00:00:00,"Phek, Manipur","Phek, Manipur",Manipur,complex,downpour,medium,unknown,0.0,,94.4703,25.6633,292.2067642211914,834.707722067833,1117.123011499643,17.983575439453148,0.4888725280761719,0.5015036463737488,865.413359375,1398.986328125,8.323988828971817,19.363188377003723,60,Bare / sparse vegetation,1
2568,2010-10-08 00:00:00,"Nungba, Tamenglong, Manipur","Nungba, Tamenglong, Manipur",Assam,landslide,downpour,medium,unknown,0.0,,93.4108,24.7679,312.97892332077026,684.1634809970856,841.4631085470319,20.525323486328148,0.4285545349121094,0.4281425476074219,933.26375,475.3904418945313,7.316687058680845,306.16785747965133,10,Tree cover,1
2574,2010-10-09 00:00:00,"between Mahur and Maigrandisa(?) or Lumding, Assam","between Mahur and Maigrandisa(?) or Lumding, Assam",Assam,landslide,downpour,medium,unknown,0.0,,93.1477,25.4749,263.22710514068604,1090.5728936195374,1503.1133238226175,23.162896728515648,0.4833424985408783,0.4861539304256439,964.999140625,155.5647430419922,1.757093803546841,287.2034217391585,10,Tree cover,1
2577,2010-10-09 00:00:00,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur","NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,93.8673,25.5265,347.99468517303467,922.8957891464232,1460.2447971701622,17.557824707031273,0.4258448183536529,0.426907867193222,839.966640625,1479.7823486328125,20.898158766472424,248.1360810879479,10,Tree cover,1
2578,2010-10-09 00:00:00,"NH-39 in Karong area, Manipur","NH-39 in Karong area, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.0462,25.3179,286.063015460968,852.3816764354706,1311.9641300290823,17.818414306640648,0.4259179532527923,0.4266230165958404,856.115,1008.3526000976562,4.383441676125514,298.2507432183308,10,Tree cover,1
2573,2010-10-09 00:00:00,"Haflong, Assam","Haflong, Assam",Assam,mudslide,downpour,medium,unknown,1.0,,93.0083,25.1796,491.9173121452332,1322.0482468605042,1578.9903495460749,21.310174560546898,0.482372909784317,0.4722512662410736,932.455859375,637.9863891601562,9.809667786371577,66.20583676297156,50,Built-up,1
2575,2010-10-09 00:00:00,"road between Haflong and Lanka, Assam","road between Haflong and Lanka, Assam",Assam,landslide,downpour,medium,unknown,0.0,,92.9914,25.5242,245.88489532470703,1176.0385036468506,1570.5935377627611,23.211389160156276,0.47796630859375,0.472241073846817,965.62,163.5721893310547,2.384390783774867,70.89340843423895,10,Tree cover,1
2576,2010-10-09 00:00:00,"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur","NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1399,25.4788,296.03999853134155,895.6168591976166,1490.2336075901983,16.859674072265648,0.4418245851993561,0.4631875455379486,830.608359375,1537.544921875,9.357506143261372,160.28715399601128,10,Tree cover,1
2579,2010-10-09 00:00:00,"Lower Pezielietsie(Tinpati), Kohima, Manipur","Lower Pezielietsie(Tinpati), Kohima, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1076,25.682,292.5436496734619,940.7232403755188,1442.4881748855114,18.231896972656276,0.4713649749755859,0.4635645449161529,864.002109375,1445.212158203125,5.11525036011378,265.7193285919662,50,Built-up,1
2587,2010-10-10 06:00:00,"Lower Chandmari area, PWD department, Kohima, Manipur","Lower Chandmari area, PWD department, Kohima, Manipur",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1072,25.6623,59.315938502550125,674.7288592159748,1438.087373971939,18.3293395996094,0.4747759401798248,0.4589424133300781,866.381875,1385.9927978515625,9.2713979346876,68.53085993658738,10,Tree cover,1
2743,2010-11-22 00:00:00,"Tawang Monastery, Arunachal Pradesh","Tawang Monastery, Arunachal Pradesh",Arunachal Pradesh,landslide,unknown,medium,natural_slope,,,91.85672387,27.5798729,4.979660734534264,134.5986369997263,368.3127760887146,2.5893493652343977,0.3973064422607422,0.3950214385986328,684.154609375,2737.44287109375,13.09900991924018,234.6482958909109,10,Tree cover,1
3269,2011-03-22 00:00:00,"road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh","road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,96.5242,28.0791,413.953423500061,2718.237042427063,3524.121177266352,10.138421630859398,0.4236806333065033,0.4252026975154876,823.5459375,,,,50,Built-up,1
3525,2011-05-22 00:00:00,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur","Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",Assam,landslide,downpour,medium,unknown,0.0,,93.4093,25.0672,730.532705783844,1056.7634850740433,1585.578564554453,21.4323669433594,0.4593658447265625,0.4621257781982422,924.7175,468.8785400390625,14.872191257220807,280.0595129603625,10,Tree cover,1
3532,2011-05-24 00:00:00,"Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam","Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam",Assam,complex,downpour,medium,unknown,0.0,,92.8551,25.0888,266.64167642593384,1177.2222518920898,2191.422700881958,22.674096679687523,0.4516735076904297,0.4591916501522064,938.8703125,253.538818359375,6.766201874660065,325.4648058774109,10,Tree cover,1
3556,2011-05-31 14:00:00,"Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur","Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur",Manipur,landslide,continuous_rain,small,unknown,0.0,,93.8474,25.1555,1150.1449346542358,1900.439739227295,2227.1822057664394,19.318017578125023,0.4273211061954498,0.4280204772949219,860.316015625,1504.5924072265625,24.82938195318013,265.00689466763765,10,Tree cover,1
3560,2011-05-31 14:30:00,"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur","Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",Manipur,landslide,downpour,medium,unknown,2.0,,93.5935,24.8286,342.8697884082794,797.9775816202164,1101.2388318777084,21.6816345214844,0.4456144869327545,0.4467627108097076,919.679765625,721.0525512695312,15.428031040694917,267.7115880363436,10,Tree cover,1
3633,2011-06-20 00:00:00,Mokokchung,Mokokchung,Nagaland,landslide,downpour,medium,unknown,0.0,,94.5121,26.3186,160.12367606163025,802.1107167005539,1893.990978598595,24.405633544921898,0.4848060607910156,0.4837055206298828,905.725546875,1328.8421630859375,4.757598743007457,189.51998878852612,10,Tree cover,1
3637,2011-06-21 00:00:00,"Lasumi village in Phek district, Kohima","Lasumi village in Phek district, Kohima",Nagaland,landslide,rain,medium,deforested_slope,,,94.2341227,25.51614662,284.93571281433105,845.106303691864,1846.799224615097,20.092401123046898,0.4613513946533203,0.4787979125976562,826.046015625,1676.479736328125,18.916462034180764,258.20750837007483,30,Grassland,1
3662,2011-06-28 00:00:00,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India","Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",Manipur,landslide,rain,medium,below_road,,,94.0144205,25.03561729,120.98436802625656,369.9292466044426,754.5263357460499,21.879327392578148,0.4648450314998626,0.4912776947021484,893.087265625,806.7512817382812,0.5049251544687423,76.49299736759241,10,Tree cover,1
3663,2011-06-28 00:00:00,"Ruzapfu valley, Kikruma Village, Phek District, Nagaland","Ruzapfu valley, Kikruma Village, Phek District, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1099,25.6682,394.9482142925263,1256.4740478992462,1797.8039905428886,20.952325439453148,0.479339599609375,0.4747270047664642,863.703984375,1437.6785888671875,3.90062880412572,233.3668276450973,10,Tree cover,1
3672,2011-06-29 00:00:00,"Portions of NH 39, Connectin Manipur with Assam via Nagaland","Portions of NH 39, Connectin Manipur with Assam via Nagaland",Assam,landslide,downpour,medium,unknown,0.0,,93.3613,25.5125,45.64142227172852,297.1070557832718,717.4939066171646,25.004266357421898,0.453326553106308,0.4708900451660156,944.634375,329.7398986816406,1.956921057597104,180.3409211254721,10,Tree cover,1
3683,2011-07-01 00:00:00,NH-61 between Botsa and Chiechama,NH-61 between Botsa and Chiechama,Nagaland,landslide,downpour,medium,unknown,0.0,,94.1739,25.8782,155.88058531284332,879.7564953565598,1817.660704255104,23.212030029296898,0.489938735961914,0.4868087768554687,896.524375,1384.907470703125,13.6678762421164,295.19649785621783,10,Tree cover,1
3738,2011-07-06 00:00:00,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)","National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",Manipur,landslide,downpour,medium,unknown,6.0,,93.9482,24.8063,31.54422715306282,158.01337733864784,591.6255377233028,23.2033630371094,0.4848047792911529,0.489664077758789,913.849921875,780.5044555664062,0.0689653263340483,112.45615169784952,50,Built-up,1
3741,2011-07-07 00:00:00,Maram (80 km north of Imphal),Maram (80 km north of Imphal),Nagaland,landslide,rain,medium,unknown,0.0,,94.1079,25.4191,93.30670535564424,399.4007557630539,972.5529700517654,20.2883239746094,0.4963938295841217,0.496347427368164,861.993828125,1384.4271240234375,4.757557104755323,94.41850459131604,40,Cropland,1
3760,2011-07-11 09:00:00,"NH-61, 1 km before reaching Botsa","NH-61, 1 km before reaching Botsa",Nagaland,landslide,downpour,medium,unknown,0.0,,94.1095,25.6703,151.77880227565765,385.6931701302528,981.357291340828,22.095513916015648,0.4876371920108795,0.4923477172851562,863.196953125,1437.6785888671875,3.90062880412572,233.3668276450973,50,Built-up,1
3776,2011-07-15 18:00:00,Itanagar/Naharlagur/Nirjuli,Itanagar/Naharlagur/Nirjuli,Arunachal Pradesh,landslide,downpour,small,unknown,0.0,,93.7145,27.125,442.08016991615295,1023.4803557395936,1276.5744850039482,24.132684326171898,0.4267355501651764,0.4316240847110748,966.734140625,132.2533721923828,0.2597239875720345,355.12881191306167,60,Bare / sparse vegetation,1
3789,2011-07-16 00:00:00,Mebua (8 km from Seppa),Mebua (8 km from Seppa),Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,92.9064,27.2743,127.49142944812776,2096.1865931749344,3885.5979591608047,20.640588378906276,0.4238929748535156,0.4253762662410736,886.76,619.49560546875,18.293491867925315,137.40480061286024,10,Tree cover,1
3794,2011-07-17 00:00:00,West Bengal-Sikkim at highway Rambi,West Bengal-Sikkim at highway Rambi,Sikkim,landslide,rain,medium,above_road,,,88.42280921,26.99195749,397.8900611400604,2304.912894964218,3271.2304294109344,21.591516113281276,0.4225851595401764,0.4253667294979095,885.754765625,368.9798278808594,15.92769788296538,105.5497579156226,10,Tree cover,1
3806,2011-07-19 00:00:00,"Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)","Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)",Arunachal Pradesh,landslide,downpour,medium,unknown,3.0,,93.6884,27.1032,188.6029839515686,573.5676437616348,1998.3761459589005,24.886346435546898,0.4196859896183014,0.4234510958194732,963.891875,155.5460968017578,1.2825013168660084,304.6172431861145,50,Built-up,1
3805,2011-07-19 00:00:00,200 meters from Teesta Bridge towards Siliguri,200 meters from Teesta Bridge towards Siliguri,Sikkim,landslide,rain,medium,above_road,0.0,,88.42572376,27.05374234,1051.1386394500732,1562.181919813156,4232.270926237106,21.512994384765648,0.4302520751953125,0.4317105710506439,879.065625,315.9908752441406,13.654978430035202,60.87036444794006,10,Tree cover,1
3830,2011-07-22 00:00:00,Manipur,Manipur,Manipur,landslide,downpour,small,unknown,0.0,,94.3429,24.3527,386.5431845188141,919.5516407489775,2159.443140029907,24.046929931640648,0.4474601745605469,0.4544270932674408,949.084140625,,,,10,Tree cover,1
